time_worker_0,idle_time_0,heavy_0,time_worker_1,idle_time_1,heavy_1,time_worker_2,idle_time_2,heavy_2,time_worker_3,idle_time_3,heavy_3,total_chunk_time,total_idle,total_heavy
0.0150966,0.0037122993,100,0.0154539,0.0033549992,100,0.0140629,0.0047459994,100,0.0181321,0.00067679957,100,0.0188089,0.012490097,400
0.0174487,0.0006375015,100,0.015594,0.0024922006,100,0.0146197,0.003466501,100,0.0139346,0.0041516004,100,0.0180862,0.010747803,400
0.0139098,0.0022522006,100,0.0144099,0.0017521009,100,0.0142045,0.0019575004,100,0.0137833,0.0023787003,100,0.016162,0.008340502,400
0.014143,0.0025294991,100,0.0149449,0.0017275997,100,0.0142105,0.0024619997,100,0.0153326,0.0013398994,100,0.0166725,0.008058998,400
0.0158897,0.0014027003,100,0.0139982,0.0032942006,100,0.0134945,0.0037979009,100,0.0159818,0.0013106,100,0.0172924,0.009805402,400
0.0141858,0.002345699,100,0.0139009,0.0026305988,100,0.0138842,0.0026472993,100,0.0143623,0.0021691993,100,0.0165315,0.009792796,400
0.0137149,0.0023660995,100,0.0137584,0.0023225993,100,0.0136796,0.0024013994,100,0.0139103,0.0021706996,100,0.016081,0.009260798,400
0.0158803,0.00065490045,100,0.0138368,0.0026984,100,0.014614,0.0019212002,100,0.0146621,0.0018731002,100,0.0165352,0.007147601,400
0.0140119,0.0026588002,100,0.0145675,0.0021032002,100,0.014092,0.0025787,100,0.0158034,0.00086729974,100,0.0166707,0.008208,400
0.0140753,0.0022183005,100,0.0142013,0.0020923,100,0.0142845,0.0020091003,100,0.0147629,0.0015307004,100,0.0162936,0.007850401,400
0.0138121,0.0023735007,100,0.0138952,0.0022904007,100,0.0139654,0.0022202004,100,0.0140453,0.0021403003,100,0.0161856,0.009024402,400
0.0133344,0.0022852998,100,0.0139857,0.0016339999,100,0.0131668,0.0024528997,100,0.0132028,0.0024168994,100,0.0156197,0.008789099,400
0.0140569,0.0020530997,100,0.0136109,0.002499099,100,0.0134852,0.0026247995,100,0.0133498,0.002760199,100,0.01611,0.009937197,400
0.0132617,0.002953099,100,0.0134773,0.0027374988,100,0.0134642,0.0027505988,100,0.0144312,0.0017835991,100,0.0162148,0.010224796,400
0.0154333,0.004575899,100,0.0179573,0.0020518992,100,0.014666,0.005343199,100,0.0138659,0.006143299,100,0.0200092,0.018114295,400
0.0155277,0.0025940994,100,0.0139947,0.004127099,100,0.0137015,0.004420299,100,0.0161263,0.0019955002,100,0.0181218,0.013136998,400
0.019499,0.0005549006,100,0.014995,0.0050589005,100,0.0140583,0.0059956005,100,0.0138932,0.0061607007,100,0.0200539,0.017770102,400
0.0149058,0.0018544002,100,0.0135316,0.0032286001,100,0.0139175,0.0028427,100,0.0147875,0.0019727005,100,0.0167602,0.009898401,400
